Ruta,OperadOR,ac_type,all_aboard,PASAJEROS A BORDO,crew_aboard,cantidad de fallecidos,passenger_fatalities,crew_fatalities,ground,Año_colision,mes_colision,nuevo_id
"Near Covenas, Colombia",ACES Colombia,de Havilland Canada DHC-6 Twin Otter 300,13,11,2,13,11,2,0,1981,12,1760
"Near Gelendzhik, USSR",Aeroflot,LET  410M Turbojet,18,16,2,18,16,2,0,1982,1,1759
"Washington, D.C.",Air Florida,Boeing B-737-222,79,74,5,74,70,4,4,1982,1,1758
"Near Addis Ababa, Ethiopia",Military - Ethiopian Air Force,Antonov AN-26,73,67,6,73,67,6,0,1982,1,1757
"Logan Airport,  Boston, Massachusetts",World Airways,McDonnell Douglas DC-10-30CF,212,200,12,2,2,0,0,1982,1,1756
"Constanta, Romania",Tarom,Antonov An-24RV,7,0,7,7,0,7,0,1982,1,1755
"Djibouti, Djbouti",Military - French Air Force,Nord 2501 Noratlas,35,30,5,35,30,5,0,1982,2,1754
"Island of Cheju, South Korea",Military - Republic of South Korea Air Force,Fairchild C-123,53,47,6,53,47,6,0,1982,2,1753
"Near Srinagar, India",Military - Indian Air Force,Fairchild C-119G,23,18,5,23,18,5,0,1982,2,1752
"Mt. Ipao, Philippines",Trans Air Services,Douglas DC-3 (C-47A-70-DL),32,29,3,3,1,2,0,1982,2,1751
"Tokyo, Japan",Japan Air Lines,McDonnell Douglas DC-8-61,174,166,8,24,24,0,0,1982,2,1750
"Cerro el Tablazo, Colombia",LAC Columbia,Douglas DC-6BF,4,0,4,4,0,4,0,1982,2,1749
"Providence, Rhode Island",Pilgrim Airlines,de Havilland DHC -6-100,12,10,2,1,1,0,0,1982,2,1748
"Mehamn, Norway",Wideroe's Flyveselksap,de Havilland Canada DHC-6 Twin Otter 300,15,13,2,15,13,2,0,1982,3,1747
"Near Woodstock, Illinois",Military - U.S. Air Force,Boeing KC-135C,27,23,4,27,23,4,0,1982,3,1746
"Leesburg, Florida",Private,Beechcraft Bonanza F35,3,2,1,3,2,1,0,1982,3,1745
"Branti Airport, Indonesia",Garuda Indonesia Airlines,Fokker F-28 Fellowship 1000,27,23,4,27,23,4,0,1982,3,1744
"Queate, Colombia",Aeropesca Colombia,Vickers Viscount 745D,21,15,6,21,15,6,0,1982,3,1743
"Near Tanana, Alaska",Air Taxi - Tundra Copters,Hughes 369D,3,2,1,3,2,1,0,1982,4,1742
"Near Erzurum, Turkey",Military - U.S. Air Force,Lockheed C-130H,27,19,8,27,19,8,0,1982,4,1741
"Near Yangshuo, Guangxi, China",CAAC,Hawker Siddeley Trident 2E,112,104,8,112,104,8,0,1982,4,1740
"Off Aden, Yemen",Alyemda,de Havilland Canada DHC-7-103,49,45,4,47,45,2,0,1982,5,1739
"Judsonia, Arkansas",Military - U.S. Air Force,Lockheed C-130E Hercules,7,0,7,7,0,7,0,1982,5,1738
"Brazilia, Brazil",VASP,Boeing B-737-200,118,112,6,2,2,0,0,1982,5,1737
"Near Songnam-si, South Korea",Military - Republic of South Korea Air Force,Fairchild C-123,53,49,4,53,49,4,0,1982,6,1736
"Near Pacatuba, Brazil",VASP,Boeing B-727-212A,137,128,9,137,128,9,0,1982,6,1735
"Tabatinga, Brazil",TABA,Fairchild-Hiller FH-227B-LCD,44,40,4,44,40,4,0,1982,6,1734
"Bombay, India",Air India,Boeing B-707-437,111,99,12,17,15,2,0,1982,6,1733
"Mount Galunggung, Indonesia",British Airways,Boeing B-747,257,247,10,0,0,0,0,1982,6,1732
"Southern Belarus, USSR",Aeroflot,Yakovlev YAK-42,132,124,8,132,124,8,0,1982,6,1731
"Near Moscow, Russia",Aeroflot,Ilyushin IL-62M,90,80,10,90,80,10,0,1982,7,1730
"Kenner, Louisiana",Pan American World Airways,Boeing B-727-235,145,138,7,145,138,7,8,1982,7,1729
"Jolo, Philippines",Philippine Air Lines,Hawker Siddeley HS-748-209 Srs. 2,30,25,5,4,3,1,0,1982,7,1728
"Castaic, California",Western Helicopter,Bell UH-1B Huey Helicopter,1,0,1,0,0,0,3,1982,7,1727
Pacific Ocean,Pan American World Airways,Boeing B-747-121,285,270,25,1,1,0,0,1982,8,1726
"Mindat, Myanmar",Burma Airways,de Havilland Canada DHC-6 Twin Otter 300,8,5,3,8,5,3,0,1982,8,1725
"Near Managua, Nicaragua",Military - Nicaraguan Air Force,Arava 201,20,18,2,20,18,2,0,1982,8,1724
"Sukhumi, Georgia, USSR",Aeroflot / Aeroflot,Let 410UVP Turbojet / Tupolev TU-134V,11,9,2,11,9,2,0,1982,8,1723
"Near Valladolid, Ecuador",Aerolineas Condor,de Havilland Canada DHC-4A Caribou,44,41,3,44,41,3,0,1982,9,1722
"Rio Branco, Brazil",Cia Brasiliera de Tratores,Gates Learjet 25B,10,8,2,10,8,2,0,1982,9,1721
"Near Mannheim, West Germany",Military - U.S. Army,Boeing Vertol CH-47C (helicopter),46,42,4,46,42,4,0,1982,9,1720
"Near Malaga, Spain",Spantax,McDonnell Douglas DC-10-30CF,394,381,13,50,47,3,0,1982,9,1719
"Lubango, Angola",TAAG Angola Airlines,Antonov AN-26,15,9,6,15,9,6,0,1982,11,1718
"Quetame, Colombia",Aerolineas Centrales de Colombia,de Havilland Canada DHC-6 Twin Otter 310,22,20,2,22,20,2,0,1982,11,1717
"Near Pueblo, Colorado",Pioneer Airlines,Swearingen SA.227AC Metro III,2,0,2,2,0,2,0,1982,12,1716
"La Serena, Chile",Aeronor Chile,Fairchild F-27J,46,42,4,46,42,4,0,1982,12,1715
"Near San Andres de Bocay, Nicaragua",Military - Nicaraguan Air Force,Mil Mi-8 (helicopter),88,84,4,84,84,0,0,1982,12,1714
"Rostov-on-Don, Russia",Aeroflot,Antonov AN-26,16,0,16,16,0,16,0,1982,12,1713
"Guangzhou, China",CAAC,Ilyushin IL-18B,69,58,11,25,25,0,0,1982,12,1712
"Brainerd, Minnesota",46826/109,Convair 580-11A,33,30,3,1,1,0,0,1983,1,1711
"Detroit, Michigan",United Air Lines,McDonnell Douglas DC-8-54F37,3,0,3,3,0,3,0,1983,1,1710
"Ankara, Turkey",Turkish Airlines (THY),Boeing B-727-2F2,67,60,7,47,47,0,0,1983,1,1709
"Fayetteville, North Carolina",Military - U.S. Air Force,Lockheed C-130H Hercules,6,0,6,6,0,6,0,1983,2,1708
"Near Shach Goan, Afghanistan",Bakhtar Afghan Airlines,de Havilland Canada DHC-6 Twin Otter 300,19,17,2,19,17,2,0,1983,3,1707
Barquisimeto Venezuela,Avensa,McDonnell Douglas DC-9-32,50,45,5,23,22,1,0,1983,3,1706
"Newark, New Jersey",Central Airlines,Learjet 25,2,0,2,2,0,2,0,1983,3,1705
"Selawik, Alaska",Munz Northern Airlines,Britten-Norman BN-2A-8 Islander,3,2,1,2,1,1,0,1983,4,1704
"Near Khartoum, Sudan",Air Liberia,Hawker Siddeley HS-748-329 Srs. 2A,9,6,3,8,5,3,9,1983,4,1703
"Leninakan, Russia",Aeroflot,Yakovlev YAK-40,21,17,4,21,17,4,0,1983,4,1702
"Iwakuni AB, Japan",Military - Japan Maritime Self Defense Force,Shin Meiwa PS-1,14,0,14,11,0,11,0,1983,4,1701
"Guayaquil, Ecuador",SAN Ecuador,Sud Aviation SE-210 Caravelle VIR,100,94,6,8,7,1,0,1983,4,1700
"Jacksonville, Florida",Military - United States Navy,Convair CV-340,15,9,6,15,98,6,0,1983,4,1699
"Near Ban Ta Khli, Thailand",Military - Royal Thai Air Force,Fairchild C-123K,30,24,6,30,24,6,0,1983,5,1698
"En route Miami, FL - Nassau, Bahamas",Eastern Air Lines,Lockheed L-1011,172,162,10,0,0,0,0,1983,5,1697
"Klyuchi, Russia",Military - Soviet Air Force,Antonov An-26,37,31,6,33,37,6,0,1983,5,1696
"Tanjung Karang, Indonesia",Garuda Indonesia Airlines,Fokker F-28 Fellowship 3000RC,61,57,4,3,1,2,0,1983,6,1695
"Cincinnati International Airport, Covington/Hebron, Kentucky",Air Canada,McDonnell Douglas DC-9-32,46,41,5,23,23,0,0,1983,6,1694
"Off Quemoy, Taiwan",Military - Republic of China Air Force,Fairchild C-199G,47,39,8,47,39,8,0,1983,6,1693
"Near Cold Bay, Alaska",Reeve Aleutian Airways,Lockheed L-188C Electra,15,10,5,0,0,0,0,1983,6,1692
"Kauai, Hawaii",Military - U.S. Navy,Lockheed P-3B Orion,14,0,14,14,0,14,0,1983,6,1691
"Niela, Mali",Air Mali,de Havilland Canada DHC-6 Twin Otter 300,7,5,2,7,5,2,0,1983,6,1690
"Las Vegas, Nevada",Military - U.S. Air Force,Lockheed C-130H Hercules,6,1,5,6,1,5,0,1983,6,1689
"Near Cuenca, Azuay, Ecuador",TAME,Boeing B-737-2V2,119,111,8,119,111,8,0,1983,7,1688
"Off Scilly Islands, UK",British Airways Helicopters,Sikorsky S-61N-II,26,23,3,20,19,1,0,1983,7,1687
"Gimli, Manitoba, Canada",Air Canada,Boeing B-767-233ER,69,61,8,0,0,0,0,1983,7,1686
"Grand Canyon, Arizona",Las Vegas Airlines,Piper PA-31-350 Chieftain,10,9,1,10,9,1,0,1983,8,1685
"Near Alma-Ata, Kazakastan, USSR",Aeroflot,Tupolev TU-134A,90,84,6,90,84,6,0,1983,8,1684
"Near Sakhalin Island, Russia",Korean Airlines,Boeing B-747-230B,269,246,23,269,246,23,0,1983,9,1683
"Guilin, China",CAAC,Hawker Siddeley Trident 2E /  II-28,106,100,6,11,11,0,0,1983,9,1682
"Near Mina Jebel Ali, UAE",Gulf Air,Boeing B-737-2P6,112,107,5,112,107,5,0,1983,9,1681
"Off Lanyu Island, Taiwan",Taiwan Airlines,Britten-Norman BN-2A-26 Trislander,10,9,1,10,9,1,0,1983,9,1680
"Aracatuba, Brazil",TAM Lineas Aéreas Regional,Embraer 110C Bandeirante,15,13,2,7,5,2,0,1983,10,1679
"Near Lonkin, Myanmar",Burma Airways,de Havilland Canada DHC-6 Twin Otter 300,14,11,3,9,6,3,0,1983,10,1678
"Pinckneyville, Illinois",Air Illinois,Hawker Siddeley HS-748-FAA,10,7,3,10,7,3,0,1983,10,1677
"Middletown, Pennsylvania",Pennsylvania Airlines,Shorts 330-200,30,27,3,1,1,0,0,1983,10,1676
"Lubango, Huila, Angola",TAAG Angola Airlines,Boeing B-737-200,130,126,4,130,126,4,0,1983,11,1675
"Landsdowne House, Canada",Austin Airways,de Havilland Canada DHC-6 Twin Otter 300,7,5,2,4,4,0,0,1983,11,1674
"Madrid-Barajas, Spain",AVIANCA,Boeing B-747-283B,192,169,23,181,158,23,0,1983,11,1673
"Near Enugu, Nigeria",Nigeria Airways,Fokker F-28 Fellowship 2000,72,66,6,53,51,2,0,1983,11,1672
"Near Madrid, Spain",Iberia Airlines / Aviaco,Boeing B-727-200 / DC9-32,135,120,15,93,87,6,0,1983,12,1671
"Near Medellin, Colombia",TAMPA Colombia,Boeing 707-373C,3,0,3,3,0,3,22,1983,12,1670
"Paulatuk, Northwest Territory, Canada",Inuvik Coastal Airways,de Havilland Canada DHC-6 Twin Otter 200,12,10,2,2,1,1,0,1983,12,1669
"Leshukonskoye, Russia",Aeroflot,Antonov AN-24,49,44,5,44,39,5,0,1983,12,1668
"Novoagansk, Russia",Aeroflot,Mi-6,76,71,5,38,38,0,0,1984,1,1667
"Saint Louis, Missouri",Skycraft Air Transport,Douglas DC-3,2,0,2,1,0,1,0,1984,1,1666
"Sofia, Bulgaria",Balkan Bulgarian Airlines,Tupolev TU-134A,50,45,5,50,45,5,0,1984,1,1665
"Cochabamba, Bolivia",North East Bolivian Airways,Douglas EC-54U,3,0,3,1,0,1,0,1984,1,1664
"Izhevsk, Russia",Aeroflot,Antonov An-24RV,51,47,4,4,3,1,0,1984,1,1663
"Terre Haute, Indiana",Britt Airways,Swearingen SA.226TC Metro II,3,1,2,3,1,2,0,1984,1,1662
"JFK Airport, New York, New York",Scandinavian Airlines (SAS),McDonnell Douglas DC-10-30,177,163,14,0,0,0,0,1984,2,1661
"Barranquilla, Colombia",Aerosucre Colombia,Curtiss C-46A,6,2,4,4,1,3,0,1984,3,1660
"San Borja, Bolivia",Lloyd Aereo Boliviano,Fairchild F-27M,23,20,3,23,20,3,0,1984,3,1659
"Near Rurrenabaque, Bolivia",Frigorifico Reyes,Douglas C-54,5,2,3,5,2,3,0,1984,3,1658
Off  Bimini,State Airlines,Cessna 402B,6,5,1,6,5,1,0,1984,3,1657
"Imperatriz, Brazil",VOTEC / VOTEC,Embraer 110EJ Band./Embraer 110P Band.,35,31,4,19,17,2,0,1984,4,1656
"Elbet Beni Salama, Egypt",Military - Egyptian Air Force,McDonnel F-4E Phantom II,2,0,2,2,0,2,19,1984,5,1655
"Chalkhill, Pennsylvania",Zantop International Airlines,Lockheed L-188AF Electra,4,1,3,4,1,3,0,1984,5,1654
"Windsor Locks, Connecticut",Air Continental,Learjet 23A,3,1,2,3,1,2,0,1984,6,1653
"Island Beach, New Jersey",Air Taxi - Raco Helicopters Corp.,Aerospeciale AS-350D,3,1,2,3,1,2,0,1984,6,1652
"Near Sao Pedro d' Aldeia, Brazil",TAM Lineas Aéreas Regional,Embraer 110C Bandeirante,18,16,2,18,16,2,0,1984,6,1651
"Sigonella AFB, Italy",Military - U.S. Air Force,Lockheed C-141B,9,1,8,9,1,8,0,1984,7,1650
"Tau Island, American Samoa",South Pacific Island Airways,de Havilland Canada DHC-6 Twin Otter 300,14,11,3,1,1,0,0,1984,7,1649
"Vieques, Puerto Rico",Vieques Air Link,Britten-Norman BN-2A Islander,9,8,1,9,8,1,0,1984,8,1648
"Nawabshah, Pakistan",Aeroflot,Antonov AN-12BP,24,15,9,24,15,9,0,1984,8,1647
"Dacca, Bangladesh",Bangladesh Biman,Fokker F-27 Friendship 600,49,45,4,49,45,4,0,1984,8,1646
"Near Memphis, Tennessee",Aviation Enterprises,Douglas DC-3,3,1,2,3,1,2,0,1984,8,1645
"Near Wamena, Indonesia",Airfast Indonesia,Douglas C-47A,3,1,2,2,1,1,0,1984,8,1644
"San Luis Obispo, California",Wings West Airlines / Private,Beechcraft C99 / Rockwell 112TC,17,13,4,17,13,4,0,1984,8,1643
"Douala, Cameroon",Cameroon Airlines,Boeing B-737-2H7C,116,109,7,2,2,0,0,1984,8,1642
"Mt. Musaka, Papua, New Guinea",Talair,Britten-Norman BN-2A-20 Islander,11,9,2,9,7,2,0,1984,9,1641
"Near Naples, Florida",Provincetown - Boston Airlines,Cessna 402C,6,5,1,1,1,0,0,1984,9,1640
"Near the Kwango River, Zaire",MMM Aero Services,Handley Page Dart Herald 202,30,25,5,30,25,5,0,1984,9,1639
"Opole, Poland",APRL,Antonov An-2T,25,22,3,11,11,0,0,1984,9,1638
"Quito, Ecuador",AECA Cargo,McDonnell Douglas DC-8F-55,4,0,4,4,0,4,49,1984,9,1637
"Near Sarakchar, Afghanistan",Military - Russian Air Force,Antonov AN-12,50,45,5,50,45,5,0,1984,9,1636
"Fort Franklin, Canada",Nahanni Air Services,de Havilland Canada DHC-6 Twin Otter 100,7,6,1,7,6,1,0,1984,10,1635
"Near Omsk, Russia",Aeroflot,Tupolev TU-154B,179,170,9,174,169,5,4,1984,10,1634
"Goose Bay, Newfoundland, Canada",Labradore Airways,de Havilland Canada DHC-6 Twin Otter 100,4,2,2,4,2,2,0,1984,10,1633
"Near Kabul, Afghanistan",Mililtary - Soviet Air Force,Ilyushin IL-76M,11,7,4,11,7,4,0,1984,10,1632
"Off Davao, Philippines",Village Airways,Douglas C-47B,4,0,4,4,0,4,0,1984,10,1631
"Loja, Peru",TAME,de Havilland Canada DHC-6 Twin Otter 300,14,12,2,14,12,2,0,1984,11,1630
"Near Kostroma, USSR",Aeroflot,LET 410 M,17,15,2,17,15,2,0,1984,12,1629
"Jacksonville, Florida",Provincetown - Boston Airlines,Embraer 110P1 Bandeirante,13,11,2,13,11,2,0,1984,12,1628
"Near Jaen, Peru",Military - Fuerza Aérea del Peru,de Havilland Canada DHC-6 Twin Otter 300,21,18,3,21,18,3,0,1984,12,1627
"Near Bhojpur, Nepal",Royal Nepal Airlines,de Havilland Canada DHC-6 Twin Otter 300,23,20,3,15,12,3,0,1984,12,1626
"Near Kranoyarsk, Russia",Aeroflot,Tupolev TU-154B-2,111,104,7,110,103,7,0,1984,12,1625
"Near La Paz, Bolivia",Eastern Air Lines,Boeing B-727-225 Adv,29,19,10,29,19,10,0,1985,1,1624
"Kansas City, Kansas",TPI International Airways,Lockheed L-188AF Electra,3,0,3,3,0,3,0,1985,1,1623
"Jinan, China",CAAC,Antonov AN-24B,41,34,7,38,31,7,0,1985,1,1622
"Havana, Cuba",Cubana de Aviacion,Ilyushin IL-18D,38,33,5,38,33,5,0,1985,1,1621
"Carson, New Mexico",Air Taxi - EMS,Bell 206 L-1,3,2,1,3,2,1,0,1985,1,1620
"Reno, Nevada",Galaxy Airlines,Lockheed L-188A Electra,71,65,6,70,64,6,0,1985,1,1619
"Off Puerto Castilla, Honduras",Military - U.S. Air Force,Lockheed C-130A,21,16,5,21,16,5,0,1985,1,1618
"Cerro el Plateado, Colombia",Aerolineas Centrales de Colombia,de Havilland Canada DHC-6 Twin Otter 300,23,21,2,23,21,2,0,1985,1,1617
"Near Buga, Colombia",AIRES Colombia,Embraer 110P1 Bandeirante,17,15,2,17,15,2,0,1985,1,1616
"Minsk, Belarus, USSR",Aeroflot,Tupolev TU-134A,80,74,6,58,55,3,0,1985,2,1615
"Soldotna, Alaska",North Pacific Airlines,Beech Queen Air 65-A80,9,8,1,9,8,1,0,1985,2,1614
"300 nm NW of San Francisco, California",China Airlines (Taiwan),Boeing B-747-SP-09,274,251,23,0,0,0,0,1985,2,1613
"Near Durango, Vizcaya, Spain",Iberia Airlines,Boeing B-727-256,148,141,7,148,141,7,0,1985,2,1612
"Timbuktu, Mali",Air Mali,Antonov AN-24V,51,49,2,50,48,2,0,1985,2,1611
"Near Valdez, Alaska",Military - U.S. Air Force,Boeing RC-135T,3,0,3,3,0,3,0,1985,2,1610
"Fort Hood, Texas",Military - U.S. Air Force,Lockheed C-130E Hercules,6,0,6,6,0,6,0,1985,3,1609
"Near Florencia, Colombia",SATENA,Fokker F-28 Fellowship 3000,46,40,6,46,40,6,0,1985,3,1608
"Salta, Argentina",YPF,HS-125-700B,7,5,2,7,5,2,0,1985,4,1607
"Near Phuket, Thailand",Thai Airways,Boeing B-737-200,11,4,7,11,4,7,0,1985,4,1606
"Las Cruces, New Mexico",American Airlines,Boeing B-727-227,89,81,8,0,0,0,0,1985,4,1605
"Santa Rosa, Bolivia",Carga Aereo Transportada,Convair CV-440,4,1,3,4,1,3,0,1985,4,1604
"Kulusuk, Greenland",Aeronica,Fokker F-27 Friendship 100,5,0,5,2,0,2,0,1985,4,1603
"Near L'vov, Ukraine, USSR",Aeroflot / Soviet Air Force,Tupolev TU-134A / Antonov An-26,76,73,3,76,73,3,0,1985,5,1602
"Off Tanegashima, Japan",Military - U.S. Marine Corps,CH-53D,17,15,2,17,15,2,0,1985,5,1601
"Cabimas, Venezuela",Avensa,Convair CV-580,13,8,5,2,0,2,0,1985,5,1600
"Nashville, Tennessee",General Aviation Inc.,Grumman G-159 Gulfstream I,2,0,2,2,0,2,0,1985,5,1599
"Athens, Greece",Trans World Airlines,Boeing B-727-231,153,145,8,1,1,0,0,1985,6,1598
"Juara, Brazil",TABA,Embraer 110P Bandeirante,17,15,2,17,15,2,0,1985,6,1597
"Atlantic Ocean, 110 miles West of Ireland",Air India,Boeing B-747-237B,329,307,22,329,307,22,0,1985,6,1596
"Near Uchuduk, Uzbekistan, USSR",Aeroflot,Tupolev TU-154B-2,200,191,9,200,191,9,0,1985,7,1595
"Leticia, Colombia",Fuerza Aérea Colombiana,Douglas DC-6B,80,76,4,80,76,4,0,1985,7,1594
"Ft. Worth-Dallas, Texas",Delta Air Lines,Lockheed L-1011-1 TriStar,163,152,11,134,126,8,1,1985,8,1593
"Mt. Osutaka, near Ueno Village, Japan",Japan Air Lines,Boeing B-747-SR46,524,509,15,520,505,15,0,1985,8,1592
"Mulia, Indonesia",Merpati Nusantara Airlines,de Havilland Canada DHC-6 Twin Otter 300,19,16,3,8,8,0,0,1985,8,1591
"Aden, Yemen",Alyemda Airlines,Boeing 707-336C,73,65,8,3,1,2,0,1985,8,1590
"Manchester, England",British Airtours,Boeing B-737-236,137,131,6,55,53,2,0,1985,8,1589
"Auburn, Maine",Bar Harbor Airlines,Beechcraft 99,8,6,2,8,6,2,0,1985,8,1588
"Beale AFB, California",Military - U.S. Air Force,Boeing KC-135A,7,0,7,7,0,7,0,1985,8,1587
"Near Kandahar, Afghanistan",Ariana Afghan Airlines,Antonov AN-26,52,47,5,52,47,5,0,1985,9,1586
"Milwaukee, Wisconsin",Midwest Express,McDonnell Douglas DC-9-14,31,27,4,31,27,4,0,1985,9,1585
Afghanistan,Military - Soviet Air Force,Antonov AN-12,26,22,4,26,22,4,0,1985,9,1584
"Near Kharkov, Ukraine",MAP,Antonov An-12,9,4,5,9,4,5,0,1985,9,1583
"Jenkinsburg, Georgia",Air Carriers Express Services Inc,Cessna 208 Caravan I,17,16,1,17,16,1,0,1985,9,1582
"Vitória da Conquista, Brazil",Nordeste Linhas Aéreas,Embraer 110C Bandeirante,2,0,2,2,0,2,0,1985,10,1581
"Off South Head, Australia",Pel Air,IAI 1124 Westwind,2,0,2,2,0,2,0,1985,10,1580
"Near Kutayissi, USSR",Aeroflot,Yakovlev YAK-40,14,10,4,14,10,4,0,1985,10,1579
"Near Beni, Bolivia",Sabeni,Curtiss C-46D,2,0,2,2,0,2,0,1985,10,1578
"Homer City, Pennsylvania",Mountain Air Cargo,de Havilland Canada DHC-6 Twin Otter 200,1,0,1,1,0,1,0,1985,10,1577
"Putao, Myanmar",Burma Airways,Fokker F-27 Friendship 600,4,2,2,4,2,2,0,1985,10,1576
"Dothan, Alabama",Military - U.S. Air Force,Convair CV-340,4,0,4,4,0,4,0,1985,11,1575
"Near Sibyak, Indonesia",Military - Indonesian Air Force,Lockheed C-130H Hercules,11,0,11,11,0,11,0,1985,11,1574
"Gander, Newfoundland, Canada",Arrow Airways,McDonnell Douglas DC-8 Super 63PF,256,248,8,256,248,8,0,1985,12,1573
"Near Dhangadhi, Nepal",Military - Royal Nepalese Air Force,Short SC7- Skyvan,25,22,3,25,22,3,0,1985,12,1572
"De Kalb, Texas",Private,Douglas DC-3,9,7,2,7,7,0,0,1985,12,1571
"Near Peten, Guatemala",Aerovias de Guatemala SA,Sud-Aviation  Caravelle VI-N,94,88,6,94,88,6,0,1986,1,1570
"Ellendale, Minnesota",Air Taxi,Bell 296B,3,2,1,3,2,1,0,1986,1,1569
"Sao Paulo, Brazil",VASP,Boeing B-737-2A1,72,67,5,1,1,0,0,1986,1,1568
"Las Lomitas, Mexico",Aerocalifornia,Douglas DC-3A-178,21,18,3,21,18,3,0,1986,1,1567
"Kasongo, Zaire",GLM Aviation,Lockheed L-188AF Electra,14,10,4,2,2,0,0,1986,2,1566
"Off Makung, Taiwan",China Airlines (Taiwan),Boeing B-737-281,13,6,7,13,6,7,0,1986,2,1565
"Near Bugulma, Russia",Aeroflot,Antonov AN-24B,38,34,4,38,34,4,0,1986,3,1564
"Alpena, Michigan",Simmons Airlines,Embraer 110P1 Bandeirante,9,7,2,3,2,1,0,1986,3,1563
"Near Naha, Indonesia",Merpati Nusantara Airlines,CASA 212 Aviocar 100,16,14,2,2,0,2,0,1986,3,1562
"Goose Bay, Newfoundland, Canada",Goose Bay Air Services,de Havilland Canada DHC-3 Otter,5,4,1,4,3,1,0,1986,3,1561
"Omsk, Soviet Union",Ministerstvo Obshchestvo Mashinostroyeniya,Antonov An-12AP,9,3,6,9,3,6,0,1986,3,1560
"Near Pemba, Mozambique",Military - Mozambique Air Force,Antonov AN-26,54,51,3,49,46,3,0,1986,3,1559
"Maravatio, Mexico",Mexicana,Boeing B-727-264,167,159,8,167,159,8,0,1986,3,1558
"Near Athens, Greece",Trans World Airlines,Boeing B-727,121,114,7,4,4,0,0,1986,4,1557
"Near Magdalena, New Mexico",Military - U.S. Air Force,Lockheed HC-130P Hercules,11,0,11,11,0,11,0,1986,4,1556
"Near Saravena, Colombia",ACES Colombia,de Havilland Canada DHC-6 Twin Otter 300,13,11,2,13,11,2,0,1986,4,1555
"San Salvador, El Salvador",Military - El Salvador Air Force,Douglas DC-6,37,33,4,37,33,4,0,1986,5,1554
"Colombo, Sri Lanka",Air Lanka,Lockheed L-1011-100,150,128,22,22,22,0,0,1986,5,1553
"Djibouti, Djibouti",Military - French Naval Aviation,Dassault Breguet Atlantique,19,14,5,19,14,5,0,1986,5,1552
"Antananarivo, Madagascar",Military - Armée de l'Air Malgache,Douglas C-47,13,0,13,13,0,13,0,1986,5,1551
"Near Cairo, Egypt",EgyptAir,Fokker F-27 Friendship 500,26,21,5,23,18,5,0,1986,6,1550
"Port Ellen, Islay Island",Loganair,de Havilland Canada DHC-6 Twin Otter 300,16,14,2,1,0,1,0,1986,6,1549
"Grand Canyon, Arizona",Grand Canyon Airlines / Helitech,de Havilland Can. DHC-6 -300/ Bell 206B,25,22,3,25,22,3,0,1986,6,1548
"Near Syktyvar, Russia",Aeroflot,Tupolev TU-134A,92,86,6,54,52,2,0,1986,7,1547
"Maputo, Mozambique",Military - Zimbabwe Air Force,Douglas C-47A,17,13,4,17,13,4,0,1986,7,1546
"Off St. Vincent, Leeward Islands",Leeward Islands Air Transport,de Havilland Canada DHC-6 Twin Otter 300,13,11,2,13,11,2,0,1986,8,1545
"Near Wampusirpi, Honduras",Military - Honduran Air Force,Lockheed C130D,59,53,6,59,53,6,0,1986,8,1544
"Malakal, Sudan",Sudan Airways,Fokker F-27 Friendship 400M,60,57,3,60,57,3,0,1986,8,1543
"Texarkana, Arkansas",Southwest Airlift,Howard 250,2,0,2,2,0,2,0,1986,8,1542
"Cerritos, California",Aeromexico / Private,MD Douglas DC-9-32 / Piper PA-28-181,67,58,9,67,58,9,15,1986,8,1541
"Karachi, Pakistan",Pan American World Airways,Boeing B-747-121,384,364,20,16,14,1,1,1986,9,1540
"Hopkinsville, Kentucky",Military - U.S. Air Force,Lockheed C-130A Hercules,4,0,4,3,0,3,0,1986,9,1539
"Near Mantiqueira, Brazil",Atlantic Southeast Airlines,Embraer 120RT Brasilia,5,3,2,5,3,2,0,1986,9,1538
"Manado, North Sulawesi, Indonesia",Eastindo,Short SC-7 Skyvan Variant,13,10,3,13,10,3,0,1986,10,1537
"San Antonio, Texas",Southern Air Transport,Lockheed L-100-30 Hercules,3,0,3,3,0,3,0,1986,10,1536
"Ust-Maya, USSR",Aeroflot,LET 410MT Turbojet,14,12,2,14,12,2,0,1986,10,1535
"Chiraz, Iran",Iran Air,Boeing 737-286,80,75,5,3,3,0,0,1986,10,1534
"Near Komatipoot, South Africa",Government of Mozambique,Tupolev TU-134A,44,35,9,34,26,8,0,1986,10,1533
"Kuybyshev, Russia",Aeroflot,Tupolev TU-134A,93,85,8,70,66,4,0,1986,10,1532
"Manhattan, New York",Private - WNBC,Enstrom F-28F,2,1,1,2,1,1,0,1986,10,1531
"Near Peshawar, Pakistan",Pakistan International Airlines,Fokker F-27 Friendship 600,54,49,5,13,9,4,0,1986,10,1530
"Near Managua, Nicaragua",Military - Nicaraguan Air Force,Mil Mi-17 (helicopter),23,20,3,21,19,2,0,1986,10,1529
"Near Zahedan, Iran",Military - Iranian Air Force,Lockheed C-130,103,96,7,103,96,7,0,1986,11,1528
"Off Sumburgh Head, Shetlands, Scotland",British International Helicopters,Boeing-Vertol Chinook,47,45,2,45,43,2,0,1986,11,1527
"Near Sarowbi, Afghanistan",Military - Afghan Republican Air Force,Ilyushin IL-18,40,35,5,40,35,5,0,1986,11,1526
